date,commodity,market_location,price,currency,source,commodity_std,source_type
2025-11-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-11-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2025-12-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2025-12-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2025-12-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2026-01-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2026-01-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2026-01-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2026-02-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2026-02-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2026-02-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2026-03-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2026-03-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2026-03-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2026-04-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2026-04-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2026-04-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2026-05-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2026-05-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2026-05-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2026-06-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2026-06-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2026-06-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2026-07-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2026-07-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2026-07-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
2026-08-01,Grain,India - Wholesale Price Index,186.966667,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,GRAIN,DERIVED_EXTENSION
2026-08-01,Coal,India - Wholesale Price Index,134.6,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,COAL,DERIVED_EXTENSION
2026-08-01,Iron Ore,India - Wholesale Price Index,112.0,INDEX,Derived extension: carry-forward from latest uploaded Office of Economic Adviser WPI observation,IRON_ORE,DERIVED_EXTENSION
